text,label
ehhh gaskiya dae yakamata a jinjinawa gwamnatin shugaba buhari koda kuwa ta wajan tallafawa alummar sa da yayi wajan samun sauyin kayan masarufi,positive
masha allah baban mu,positive
yana dakyau a tantance su baba,positive
allah sarki kaduna birningwari shi ba a ma maganar shi gwamnati ta sadaukar wa ɓarayi hanyar allah ya sawaƙe,positive
najeriya ce zaka lashe gasan,positive
wannan rainin hankali ne halan ba su jinkalon news ko ba su social media ne da xa su ce ba su san yanda najeriya ta ke va mu dai kawai allah kawo mana sawki da kuma xaman lafiya aameeen,positive
hausawa mukace yabon gwani yazama dole to babu shakka yazama dole mu yabawa ministan sadarwa kan irin namijin kokarin da yakeyi wajen ganin ya sauke hakkin nauyin daya rataya a wuyansa bravo sir allah yama jan gora,positive
mudae buhari baxamu daena sonsa ba yauwa duk munafurcin mutane,positive
pdp da na gaba ake gane zurfin ruwakowa yayi zaa masa up ganduje kainuwa dashen allah ️,positive
allah ya kara lafiya baba kai tatayi idan ka gaji ka bawa yusuf shima yai tatayi ‍‍️,positive
tunda buhari yake bai taba yin aikin daya burgeni kamar wannan balong life pmb,positive
allah yajikan tsohon shugaban kasa ta janhuriyar niger tandja mamadou allah yajikan musulmi,positive
buhari dan allah badan halinmu ba wadannan abu biyu suzama tarihi kafin kasauka ka kyale komai da komai ka tattara hankalinka kansu akwai kudin da zaa iya tabbatardasu bawai babu ba indai kagyara wadannan tom wlh kamana komai,positive
you see bahkingah yandah nakeh yinki har a snapchat,positive
gaba dai gaba dai gwamnatin jihar kaduna gaba dai gaba dai mal nasir elrufai,positive
muna tare dasu allah ya kara yarda da damu da imanimu baba daya,positive
buhari ya ci zabe,positive
wannan kwadaitawar bayau aka saba yintaba km alkawali yazama hira ga buhari allah yashi gemuna gaba km allah yaqara tufah muna asiri bakidayanmu,positive
muna marhabun da lale da wannan gagarumin yinƙuri da hukumar zaɓe ta inec ke ƙoƙarin ɗauka dominkuwa hakan yinƙurine mai kyau nima kuma da wannan nake miƙa ƙoƙon baran alummar najeriya ga shugaba daya dubi allah yaƙara yawan ƙananan hukumomin da muke dasu a najeriya,positive
allah ya taya maka jigo a siyasar nijeriya babu fushi gareka baka gaba,positive
allahu akbar allah ya jikanta da rahama za ki wanzu a cikin zuciyoyin mu tare da yi miki addua a ko da yaushe allah kyautata makwanci allah sa da ki da shugaban halitta annabi muhammad saw,positive
ahmed lawan shine shugaban majalisa inshaallah,positive
allah yajikan shi yagafarta masa kalubale gareka buhari ️️️️arewacin nigeria on fire,positive
buhari yai kokari ya sa santa da asuu a koma makaranta yafito yai live broadcasting ga jamaar kasa yabasu hakuri may allah bless our country,positive
tab allah yasah lafiyah saboda lamarin buhari fah sai a hankali ba a ganaii masah,positive
shugaba kenan wai ai komai ma allah ne yake yi,positive
gaskiya wannan hotan ya burgeni mai dauke da wannan labarin a najeriya an bajekolin wani aikin tagulla a cikin wani kanti a jihar benin,positive
allah kasa zuwan su shine sanadiyyar kawo karshen covid a najeriya idan ma sharri suka zo dashi yã allah ka mayar dashi alkhairi,positive
aiki ga mai kareka kanawa ganaku ganduje gandun aiki,positive
allah yakara lafia baba,positive
mijina neh ya fara zuwa zuciyana amma babana shine gwani nah inasonsu duk su biyun,positive
kaga masu gaskiya shugaban masu gaskiya adalin shugabah ba a taba kamarka bah kuma baza ayibah general,positive
inna lillahi wa inna ilaihi raajioonya allah ka bamu zaman lafiya aqasarmu najeriya da kuma duniya bakidaya,positive
masha allah allah yakaika lafiya baba,positive
a daidai wannan lokacin sai dai rokon allah saboda gwamnati bashine a gabanta baallah ya zaunadda kasanmu lafiya,positive
shugabar yan film ta nigeria love you,positive
tabbas wannan lamari zai shafi talaka sosai allah ka bamu shugabanni masu tausaya mana,positive
wllh allah hk ne kuma wllh allah yana ganin ku kuma zai tsayar da ku a gaban sa kuma wllh sai kunyi bayani dallah dallah ai ni wllh da nine shugaban kasa allah nasan yarda zanyi da asuu wllh amma kana shugaba kakasa komai ai ba hk ake shugaban ciba wllh,positive
munana tare sarkiallah y aiko d baban rabo,positive
kaiii ashe ganduje ma akwai wanka,positive
muna yimaka fatan alheri baba buhari,positive
wanna gaskiya ne baba allah ya kara mai lafiya,positive
baban ka mai albarka ne yaro allah ya gafar ta masa,positive
retweet and dan najeriya ne ya lashe gasar cin abinci mai masifar yaji a kasar china congratulations dan mayya,positive
kano kam fa sei abba minsomi ganduje doh fa,positive
wannan gaskia ne baba bamu gani ba koma koda wasa bamuji labari ba jamu muje jagoran talakawa next level muna ciki warhaka,positive
alhamdulillah da samun baba buhari mandatory shugaban kasar mu nigeria,positive
