text,label
@user an kwace wa yahaya bello zaben kogi dai. 🤔🤔,negative
"@user tab allah wadaran naka ya lallace, ai maganan tsaro a najeriya buhari ba gazawa yayiba kawai yafito yace ba zai iya ba 🙅‍♂️🙅‍♂️ https://t.co/xl5vatwzai",negative
@user adilin sugababa wasummu basusan yadda buhari yakeba ahakaman ma jisuke yayyi daidai abinda kefaruwa sakamakon banrin hanyar allah adauki cewa buhari yafi kowa zama na kwarai idan ka fadi gaskiya ace wwi bakasonai inkayi ahuru kuma takaicin ya halakaka 😭,negative
"@user na rantse da allah buhari ko ceman yayi allah 'daya ne bazan yadda ba! akwai tulin hujjoji atare dani. quri'a ta allah ya isa!! mugu dan muguwa,soko,sauna,gilu😠😠",negative
"@user buhari o😂💔 ikon allah, wuta na ci balbal amma wane tinani flower😂 yake yi oh allah,😂 please a round of applause,the best joker of the year",negative
"@user an zagi fiyayyen halitta annabi a kano gwamna da muƙarrabansa sunyi shiru kamar komai be faru ba kuma wai yana kiran kansa da khadimul islam, amma kuma sai gashi cikin gaggawa shi da muƙarrabansa wai sun sauke sarkin kano bisa rashin biyayya ga gwamnati 👀👀",negative
"@user wai dan allah meyasa ku bbchausa karin maganar ku gaba daya akan baba buhari yake karewa ne..?? wato kuna nufin idan ya gama mulki baida sana'a sai dai ya koma maula ko?? to wlh bazayyuyu ba, ko banza yanada shanu zai koma daura ya ci gaba da kiwo😏😏😏",negative
"@user daman tunda buhari ya hau ake kasafi babu talakan dayasan ana wani budget, en sun gadama ma kar ayi budget din, shafinsu 🙄",negative
"@user yanzu data janye. da karta janye. uwarsu daya uban su. daya. dan gidan su. karsu janye. gwanda. aje ayi sana,a. karatun aeba dole bane. daman duniya tazo karshe. sai kowa ya koma. karatun muhammadiya. a samu na. fadi a qabari. duk abinda yake faruwa laifin federal government ne😢",negative
"@user idan gwamnatin nigeria raina musu hankali yai, toh allah ya isan su. idan da gasken suke, toh allah ya isa tsakanin mu da su. 😭😭😭",negative
@user @user some times i wonder why yan #arewatwitter sun raina miki wayo wllhy ko wanne dan shegiya baya kallon laifin dayake ai katawa... sai yazo yana tafaman yiwa mutane babatu. idan gaskiya xaku fadamata ku bita dm mana a ig @user😡😡,negative
@user bbc hausa nakasa yadda da wannan shirmen kodai kunhadu da sharrin yan kutsen na'ura me kwakwalwane wannan ai xalan akuyanci ne ku sauke wannan post din cin xarapine ga mutanen najeriya💔🇳🇬🇳🇬🇳🇬😠😠😠😠,negative
@user gsky y raina gwamnati ma wann 🤔,negative
@user banda africa ina zaayi fada da shugaban kasa da yan tawaye a har a kashe shugaban kasar😏😏🏃‍♂️🏃‍♂️,negative
"@user ba doleba irin wannan amincewa da bashi dama ya ciwowa kasa bashi ba kakkautawa,ai ya yaba musu,mudai muna kira ga majalisa da ta dunga tuna halin da kasa ke ciki domin ba musan inda gwamnatin ku ta dosa,ba staro,ba aikinyi,babu abubuwan cigana kullun jiya iyau 😐😐😐",negative
"@user wato shi fa baba manjo kamar malamin makarantar allo ne, duk inda yaji anyi tsit, to nan zai tsulawa bulala😂😂😂",negative
@user allah ya kara da aka kasa buhari shima yaji ko da dadi😂,negative
@user @user kuna jawowa buhari surutu dayawa fah😆,negative
@user indai ganduje neh yaci uwarsu iskanci😂😂.,negative
@user nawa gwamnati takai gidansu wannan bawan allah sakamakon jiya da 'yan ta'adda suka kasheshi haka kawai. wani gudunmawa gwamnati tayi dominshi a jiyan. wallahi arewa mu farka.🙏😭 https://t.co/euni5ykoop,negative
"@user firauna 2 kenan mugu dan masara 🌽 kk ji da gani, wa dan da suka zabe a kan su haukan nasa yake qarewa",negative
@user duk wanda ke da hannu wurin batan bawan allan nan ubangiji allah kayi masa jarrabawa me muni🙏 siyasa ai ba hauka bace,negative
"@user diyan shaggu 'yan apc ko a ina idan anyi nasifa ga buhari shikenan ana kiyayya dashi, na rantse da allah idan naga dan apc jinnake kamar in yankashi, buhari allah ya'isa😭😭",negative
@user ai duk wadda ya goya wa buhari baya sai ya juya mai baya. 😆,negative
@user wanene mdd kuma ? to wane matsayi ya taka da zai nemi alfarma irin wannan🙄🙄to ba mdd ba wllh ko buhari ne yace yana son a yafe wa jahilin nan sai mun tsine masa bare wani mdd🙄🙄,negative
@user bama yi ayy siyasar ba gado bacce...🙄🙄🙄,negative
@user aikin banza aikin wofi badan zagi ba kyau ba da danno mugun ashar wanda kowa sai ya dare 😕😕😕.... bakufa tarihin buhari yayi zangazanga tafi a kirga a kasarnan,negative
@user shugaban allah wadai naduniya kenan😤😤,negative
@user mits.... abin ban takaici wai sallah ce akeyi a haka?😭😭 shin ni abinda ban fahimtaba a nan shine shin shi buharin baya sujuda ne? domin naga kujerarsa dai dai mazauninsa😭😭😭,negative
"@user ko wani gauta ja'ne, shima buharin yayi kalan surutan'nan kafin yahau. 🚶",negative
@user allah ya tsinema gwamnatin mtsww 🚶🚶🚶,negative
"@user za dai a nuna mana recording maganar sa bayan an tattace maganan! hoto ne a kan mulkin najeria ba buhari ba. dementia ne yake damun buhari. mu dai yanzu damuwar mu tsarone wanda kuma buhari ya gaza ba mu sai karya yake ta mana, ta yau daban ta gobe daban 🔴#securenorth",negative
@user shugaban masu gaskiyar jahar kano gaba daya 😢😢😢😢😢 an dai ji kunya wlh ana tsufa ana kara fadawa 🔥🔥🔥🔥,negative
@user kuna nupin idan baba buhari ya cika allah wadai da takaici🤔 shima watarana za'ai allah wadai dashi🤔🤔 toya ysn ku sani baba bazai daina allah wadai da duk wanda ya sabawa qasa ba.,negative
"@user to banda abunka buhari yau akai zabennan tuntuni kanasan kace bakaji abubuwan da suka faruwabane , 😏 to mun mika lamarin jaharmu ga allah kuma allah ba abokin wasan kowa bane zaikama jama’ar kano allah ya isar mana",negative
"@user @user wai 'yan shi'a sun maku kashi a kan gado ne? wallahi kuna son kai, kuna tautaunawa da malamai kala-kala, amma banda 'yan shi'a, gaskiya na kusa nayi unfollowing dinku! ko dai gwamnati kuke wa aiki? 😏😠",negative
@user dan allah suzo su dauke mana buhari🤣🤣,negative
"@user kanwa uwar gami. kai bbc kunga fa kuna wuce ka'ida, ba kuda aiki sai kawo karin maganar da zai gama baba da mutanen nigeria. ai kune kanwar uwar gami 😏😏😏",negative
@user @user hannun ka mau sanda aka masa ! kuma nabar apc fitt wallahi 🏃 saidai pdp ☂ ai inda hope na kashe dan nigeria 🇳🇬 da akan buhari duk mun mutu kuma wallahi kowa buhari yatsayar ba ruwana dashi bare na zabeshi saidai in ubaana ne nankam 😞,negative
"@user wllh gaskiya dayace mulkin nigeria ya gagari buhari domin babu fannin da aka samu ci gaba a nigeria idan ka dubi matsalar tsaro da matsalar harkokin yau da kullum, tsadar rayuwa ga rashin wutar lantarki, ga matsalar kidnapping, ga matsalar rashin aikinyi🤔 kai wllh ya gazaaa😭😭",negative
@user dan allah kuyi hakuri ku kyale talakawa haka 🙏 domin duk lokacin dakaji gwamnatin nigeria tace zata taimaki talaka karya ne kawai wani salon sata ne 😢 inso ake ataimaki talaka kawai a sakko da farashin fuel da kayan masarufi awadata asibitoci da magani ai masa hanya 🙏🙏🙏🙏,negative
@user how da fu*k do u expect the govt that are fueling d terrorism 2 stop it?? which business wil get them billions lik dat??😏😏😡 sugama business da jinin yan uwanmu musauke akasu da iyalansu yan siyasan nigeria allah yatsine muku.,negative
@user kaicho yo wallah buhari kodawa zai gana baruwammu dashi domin kuwa dayawa daga al'ummomin yankinmu na arewa sun san cewa yariga yazama damisan kwali. barazanar shi mai gaskiyanne kawai amma batu na gaskiya shine gaskiyarsa bata amfanar damu komai ba. #acigadasaka 😷 idan za'a fta,negative
"@user a gaskiya ni banga darasi da aka dauka ba. sabida babu wani canji da akayi na magance matsalolin baya da ya haddasa kashekashen da yanzu babu su. kunchi, takura, talauci, ta'addanci, jahilci, babakere, cin hanci da rashawa da duk dau'in kaskanci sune agaba.😭",negative
"@user a dawanau ba 🤣😂 wai dama har""""""""""""""""""""""""""""""""yanzu ba a kama baba buhari akaje aka daure shi ba ???",negative
@user kurabuda matsiyachi. inda akwai babanshi ko wani danshi achiki na tabbata baze fadi wadannan kalamen ba😠😠😠😠😠,negative
"@user ae kamata yayi ma su janye tallafinsu gaba ɗaya a kan najeriya, kamar yadda ita ma lanjeriyas bata iya tallafawa ƴaƴanta 👌",negative
@user ahhh ai dama da buhari da ganduje duk munafukai ne bakinsu daya. 😎 dana so suke su wargaza arewa....... tunda buharin yahau meye yamana a arewa. mudai tirrrr da wannan mulkin kama karyan. 👎,negative
@user wane irin cibiyoyin corona? this government should open our schools. na bi corona da gudu na kwala mata sanda😏😏😏,negative
@user 😁😁😁 abin dariya wai yaro ya tsince hakori mutumin da ko quduri daya bai taba kawo wa a majalisar ba yau shekara 3 kenan yana mafarkin nigeria an gayamaka sa jar hula ne.,negative
"@user @user ni ko kadan hakan bai bani mamaki ba, domin kuwa vazu dauki rayukan yankin arewa a baki komai ba, hakan ya kara tabbatar mana da mulkin kama karya ake yi mana, allah ya kaimu lokacin zabe, maga shegen da zai zo mana arewa campaign 😠😠",negative
@user mugu dan daura😂😂 aci gaba da gashi baba,negative
"@user dan sanda a nigeria, dayawansu suna kwadayin talaka yayi laifi ne domin su kamashi su karbi chin hanci ( corruption) , yanda a traffic 🚥 ne zakaga ya tafi chen gaba amemakon ya tsaya waren aikinshi ya kula da aikin sai dai wai yaje, yana jiran wani yakarya doka, domin yasamu",negative
"@user there's one quote that said.. if you don't fight for what you like, don't cry for wat you lose... amma yarinyar nan ko mayya ce yakamata ta hakura dashi haka. enough is enough haba🙄🙄🙄😧 buharin ma danyasan talakawa na sanshine shiyasa yaki hakura😂 https://t.co/o8d4naxptt",negative
@user kawai a saka hukuncin kisa ga masu kidnapping domin wannan shine mafitar magance wannanatsalar @user @user @user @user @user ku taimaka wa talakkawa da dokar kisa akan masu kidnapping domin talakka kadai ne abin zaifi wahalarwa😭😭😭,negative
"@user daman yana da farin jinine, wannan mara imanin ai daga ganin shi babarsa da bakin jini tayi naqudaersa😏",negative
@user aha 😂 gomnati zata fara kama kanta da kanta 🙆🏻‍♂️,negative
@user ashe inec ma ta matsu taga karshen gomnatin nan 😆,negative
@user kai kar a maidamu marasa hankali mana bbchausa tace ganduje ya amince a yi sallar juma'a da idii kuma yanxu ankawo wanna zancen🤔🤔,negative
@user garkuga laifinshi kayan miya sun qare anje neman na tuwa ne toh allah yasa dai buhari garyai masu dan dunqule dan hannun yan dambe yakeda 😹,negative
"@user @user saboda bazai iya take dokar wata garin ba, sai dai na garin shi😏😏😏😏",negative
"@user aminiya kuke ko, to uban ku ya daki hancin uwar ku daku da zaben 😏😏😏",negative
"@user sai ynxu rahama tasan da allah byan ta rushe dokarshi, takuma jama manzanshi cin mutunci.😭 ni wlh daki rika jama manzon allah cin mutunci gwamma ace bakixo duniya a musulma ba.😭",negative
@user hhhhhh 😂😂 wasan kwaikwayo !! wlhi fear those buhari's administration don sun iya shirya film kamar a kannywood !!,negative
"@user an gaida ministar jin kai da walwala 😂 daman ance wanda ya tsufa bai daina karya ba ,ba ya taba iya dainawa !",negative
@user bakuda aeki sejama mutane bala'i anfara can kasar can kasar saura kadan ace anrife nigeria ma bamu roqi shugabanni su bamu na hannunsu ba amma karsu hanamu neman na kanmu🙏🙏🙏,negative
"@user shikenan dai tafaru takare wai anyiwa mai dami daya sata, shima sun mayar dashi dan siyasa karfi da yaji, wallahi @user yabani mamaki matuka amma bakomai ni daka yanzu na hakura da batun zaben wani dan takara a kasata, nayi banji dadiba kuma baza'a kuma ba. 💔💔💔",negative
@user allah sarki 😭 😭 😭 wlh kamata yayi @user su sa doka i tsauri akan wariyar launin fata... babu dadi sam don nima ya faru dani. 😭,negative
"@user ko shugaba mai ci, an taba tuhumar sa da wannan!, bill clinton har sauran kadan a stige shi dan wannan, halaye ne wanda sun gada, saboda haka ban samani wannan kiran zai tasiri !!!😆",negative
"@user kana zagin buhari afakaice, kana ziga jahilai suzageshi, toh kai dakake cewa buhari bayajin shawara, kai kafito kanuna wani abu guda daya wanda kasamar a layinku, ko kanuna wani dan talaka guda daya, wanda kataimakawa. kawai tsofaffin karnuka, ace wai sune dattijai a arewa 👎👎👎",negative
"@user aikin mu kenan sai dai ayi ta nuna mana kasashen da suka ci gaba muna comments,amma mu kullum daga ace boko haram ta kashe mutane ,sai ace yan garkuwa suna neman kudin fansa ,sai kaji 'yan fashi sun harbe mutum kaza sun tafi da dukiyoyin su,haba shugabannin arewa meke faruwa ne😭",negative
"@user @user fatima mamman daura, kin ci durin uwarki! (general public: excuse my foul language, pls🙏). munafuka irin taki! wai shin, ba sanadiyan buhari yasa kuke shigan villa ba? waye munafiki a qasar nan da yafi mamman daura? ashe de gidan taku duk sheidanu ne kam? opportunist iran ki!",negative
@user ya kamata a bawa baba buhari honorary pilot👨‍✈️!!,negative
"@user alhaki kwikwiyo.... su @user sukai uwa sukai makarbiya aka murdemana zaben kano......, 🔴🔴 mu mutankano munsan ma'anar """"""""""""""""""""""""""""""""tsiyar nasara"""""""""""""""""""""""""""""""" saura malan 👂👂",negative
"@user da shinkafa yar gwamnati, ku fadama bukhari da mukarrabansa insunji haushi su mutu..💪💪",negative
@user gaskiya mun gaji da wanna mulki na buhari 😹😹,negative
"@user hahahahaha😂😂😂😂😂😂 bbc hausa kenan ai kuma kunsan kaomai baiyiwa 'yan nigeria na azo a ganiba domin dukkan sassan kasar nan basu shedi jin dadi ko walwalaba a wannan shugabacin, a yanzudai da izinin allah sai mun chanja muga domin abin ya'isa haka karya kawai ake mana 😭😭😭",negative
"@user yan kasa janhuriyar niger mi,annasu cikin zaben amuroka da har zasu bata miyon bakin su suyima kansu illa shugabanni amuroka ma basusan sunayiba haba dai 🤔🤔",negative
"@user sardauna ,ibb ,'yar aduwa,wanda ya lalata kasa kuma buhari ne 😎",negative
@user yarda ya harbe babansa babu abinda zai faru yayima girman allah ya harbe manjo kowama ya huta🚶‍♂️🚶‍♂️,negative
@user wai jihar shugaban kasa kenanfa ..ammafa dik'abundake faruwa yanaji .yakasa yinkumai...allah ka yayemana musibannan🙏🏾🙏🏾,negative
"@user yau wacce rana dan najeriya yana yiwa buhari boren yajin aiki 💃 wannan shine ya bani tabbacin cewa yanzu dan najeriya ya fara sanin me yake, dalili kuwa shine talakawa ne ke son gwamnati shugaba @user ba gwamnati ce ke son su ba. ina me taya mu murna !!",negative
@user mudai a yankin arewacin najeriya illar da cutar cizon sauro take mana yafi na corona virus 🦠,negative
@user ae bazai burge ni ba seya sa najeriya a kasuwa 😏😏,negative
@user you will explain the day you find yourself in your grave. i don't know yadda kuke tunani! koh tsoron allah bakwa ji. sai kace babu gwamnati a kasa. 😡😡,negative
@user babu wani malami ko jami'in gwamnati dayace ayi addu'a saidaie suce #stay at home 🏠 and wash your hands 👋,negative
@user babanki in swahili 😄😄😄,negative
"@user exactly malam but son duniya ya hana su gane gaskiya,idan mutum yayi magana sai ace ya raina shugaba,amma now is high time for them to understand,because we will not ster silent again,securenorth 😭😭😭",negative
@user ban taba ganin mayawacin shugaban kasa irin buhari bah... se shegen son yawo😒,negative
"@user dama ai kai burinka kenan baba, ta gambu yace """""""""""""""""""""""""""""""" babu abinci, babu mai ko sisi, kaga kowa yayi yankwat!!!"""""""""""""""""""""""""""""""" 😂 😂",negative
@user wannan shine major-janar dan liti mugu shugaba na farko a najeriya dayafi daraja shanu 🐄 akan mutanen sa 😔,negative
"@user pdp? aikin banza, kama kafar wada!🙄",negative
@user baba buhari dodar! 😂 yanzu kam 'yan nigeria sun soma ganin abinda suka zaba' akar! wuta baba wuta sallau 😂 😂,negative
@user duk mai yiwa baba buhari hassada sai bakin ciki ya kashe shi✌,negative
@user ba'a taba murnar cika shekarar shugaban kasa mara amfani da takaci ba irinta p @user ba muna allah wadai da wannan shekaru 78 marasa amfani ga al'umma nigeria ba😭😭😭,negative
@user 😃😄 janar buhari mugun tsoho,negative
@user ai an gama raina mana wayo kawai. taya abu da ba yau aka sa rana ace ba za a shirya ma sa ba. wannan ba hujja bace da inec ta bayar. wata da watanni ake maganar zaben nan. wannan abin kunya ne da gazawar inec😩,negative
"@user baba banji dadin magananan ba yasin,zaka bata rawarka da tsalle,mutane sun fara cewa laifin ashe ba naka bane kuma,kana kokarin kwafsawa😡😡😡",negative
@user wato nigeria shegiyace wlh wannan matsalar tsaron da kudancin nigeria wata sabuwa drama siyasa ce 😂🤣,negative
@user @user buhari allah yasa tsakanin mu daku wallahi 🥺😭😭😭,negative
@user gskyn saboda ana mana albozaranci da kudin kasa akwai likito anan to kuma kodan yaga na banzane shiyasa ya cinbanza tab. wlh munza r i p yan nigeria 😅😅😅 buhari yaci zabe abunci yayi tsada zamuci uban mu yan arewa,negative
@user 😂😂😂 karenamuna da wayau inba renin hankalina 3bn ko arewa cin najeriya gaba daya ai za’a iya ciyar dasu da 3bn zamfara gaba daya guda nawa ce da zakace 3bn anka kashe,negative
@user nidai a iya nawa tunani babu gaskiya a cikin wannan lamari... sabida idan de har shugaban kasa yakasa tura jami'an tsaro su tsare kasa to miye laifin gomnoni indae harsunce xasuyi iya qokarinsu akai🙇‍♂️,negative
"@user kawai ya sauka daga saman mulkin domin babu wani abinda talaka ya amfana dashi na mulkinsa, wannan mulkin na buhari yayi kamada mulkin mallaka na rashin tausayi da cin mutunci al umma😭😭",negative
"@user abduljabbar : kowaye! kowaye!! kowaye!!! ko mutanensu da aljanunsu, na farkonsu da na karshen su. ko uban waye.....😤 ganduje: 👇😅 https://t.co/hsvqanwd35",negative
"@user munan bakin ciki da son rai ya hana, kada ka gama degree kafi shugaban kasa kwali😉",negative
@user buhari ya bada umarni a bude boda 😭 bamu iya ciyar da kan namu ba mun sha wahalar banza. allah ya isa wlh.,negative
