text,label
"@user bbc bakujin magan. akwaiku akwai kawo karin magana madaidaici da halinda mutanen nigeria ke ciki. kusani, maigirma shugaban kasar nigeria yayi allah wadai da wannan rubutu. 🏂🏂🏂🏂",negative
@user ba sai ayi mugani ba in tusa zata hira wuta 😂 ni wlh sam bantaba jin shi a matsyn shugaban da zai iya rike nigeria ba ko dayake sanda yai mulki baa haifeniba amma dai ni banji yana da kirkin ko kwarin gwiwar farfado da nigeria saboda ai alamar karfi tana ga mai kiba😭,negative
"@user 😀😀😀 trump yasha wuya kenan, wannan izinace ga shugabanni masu bakin hali, susani cewa damar ahannun talaka take",negative
"@user talauci talauchi to shin ku minene naku kun kwashe kudin talakka kunkai kasashen waje kun danne kuzo kuna maganar talauchi? ai ku kun kubuta kubari mu talakkawa allah shi yimana mafita tunda bamuda amfani a wajan ku sai ranar zabe ta dawo muje muyi muku bauta, wllh allah ya'isa😭",negative
@user mukam ai muna ganin shugabanci a kasar nan tamu 😡 kuma dama duk wanda yace wani bai iya kumai ba shi kadai ya iya to fa wallahi shi ma bai iya ba.,negative
@user shi femi adesina annabi neh??? ta yaya mutane suna gani ana kashe alumma amma ayi tunanin zasuyi shiru 😠😠😠 ko buhari ya zaga ai dole a duba irin yanayin da suke ciki a rabu dasu...,negative
@user hummm kaji maganar iska toh buharin finsa yayi da zamuce gwanda dashi da honest person? kai wallahi ma yafi #buharin tunda shi yana aikatawa a practical ana gani. akan wanda yazama damusar takkada. 🙄🙄,negative
@user indai da irin tunanin baba ne to wlh muna ruwa dan baba da duwawu yake thinking 😂😂,negative
@user talaka ne babban mikiyin buhari duk abinda kaki ki acikin rayuwar ka to fa idan yasan me yake kai ze para ki shima 😡,negative
@user mene hukunci shugabannin da basu dauki addinin su na musulinci da muhimmaci ba 🤔,negative
"@user wannan tatsuniya ce kawai kullum maganar kudin da abaca yakai kasar waje, waini kam abaca nan shi kadai ne shugaban daya mulki nigeria tin bayan samun yanci kai, ko kuwa dai ana rainawa dan nigeria hankali ne da sunan abaca haba da allah! abin ya isa hakanan, mtsww🙌😡",negative
@user allah shisa ajalin kenan baba😭😭,negative
@user aikin banza hakuri zamuce ne a arewacin nigeria 🇳🇬 bara’ayi haqurin bah 😎,negative
"@user @user bbc baku d hankali ko kusa ko alama, ga shugabanni barayi wayanda suke raye maiyasa bazakuyi, sharhi akansuba sai wanda y mutu kuma komadai yane ai bazaku hadashi d wayannan azzaluman shugabanni namu n yanzuba gaskiya banji ddin abunda kukaiba kadaku kara😡😡😡",negative
"@user wai shi madugun nasu tsoron ganduje yake ne da ya kasa fadar sunansa, sai dai ya dora wa baba buhari laifi ? ko don yaga baba bawan allah shiru-shiru ba ya cewa komai... 🤔🤔🙄",negative
"@user wai dattawan arewa 🤣🤣🤣🤣 ina alokachin da ake kashe yan'uwanmu a anambara,rivers, binue,niger delta?ko lokachin bakuzo duniyaba? sai baba buhari",negative
@user ni nagaji da tsoma bakina cikin lamarin wannan marar hankalin shugaba namu @user wallahi😭😭 wuta naci cikin gidanka ka kasa kashewa kacewai ka taimakama wani a kan tashi?,negative
@user mu tsakaninmu da buhari sai dai muce allah ya isa😭ya yaudaremu ya kuma zalunce mu amma yasani ubangijin da muke bautawa baya bacci whl sai ya tsayar dashi ya kuma tambayeshi game da kiwon da aka bashi.,negative
@user a kashe duk dan najeriya 🇳🇬 kudu da arewa ayi zubin sabbabi 🙅,negative
@user matsalar manya yen siyasar kasar mu shine akwai su da iya fadan magana amma ba da zuciya daya suke magana ba😟,negative
@user mu dai fatan mu allah yasa mijinta yayi mata irin riqon da babanta yayiwa nigeria 👌👌👌,negative
@user @user hannun ka mau sanda aka masa ! kuma nabar apc fitt wallahi 🏃 saidai pdp ☂ ai inda hope na kashe dan nigeria 🇳🇬 da akan buhari duk mun mutu kuma wallahi kowa buhari yatsayar ba ruwana dashi bare na zabeshi saidai in ubaana ne nankam 😞,negative
@user 😂😂😂😂 wlhi allah bai iyaba jahilii ne dagashi har gandujen daya dorashii,negative
@user naga kuwa fuskar baba a murtuƙe. 😂,negative
"@user wallahi lokacin da manya suke nuna mana buhari ba abun bawa amanar kasa bane ,gani muke kawai san zuciya suke.bahaushe yai gaskiya da yace ,""""""""abin da babba ya hango yaro ko ya hau dutse dala baze hangoshi ba"""""""".wallahi munyi kuskuren zabar ka buhari😭😭😭😭",negative
@user hakuri neh koh toh munyi amma dan allah 🤲 shima yayi hakuri yayi resign daga shugabancin nan dan shima ya gaza dashi da governor katsina,negative
"@user kai karyace dan ubanku bawani doka, dokau mata da dokau 😏🙄🙄😙",negative
@user nigeria ta wuce tunanin ka. uba baya shugaban kasa dan sa yayi ko chairman.😜😜😜😜😜😜😜,negative
@user shirme kawai wazai zabe kuuu🙄🙄🙄,negative
@user tab ai sede shugaban kasa ya karawa masu karbar rashawar kwarin gwiwa . kamar su gondollar😃😃,negative
@user da mah shugaban kasansu aka harba 🙄,negative
@user shidai dan kwankwasiyya ba wanda ya takura shi irin buhari... bafa shi ya raba dollar a fatakwal ba 🤔🤔,negative
@user amma a haka wasu marasa kishin kasa suke cewa wai masoya buhari su tura musu kudi suyi musu waka... allah yayi wadan naka ya lalace... 👌,negative
@user wlh ni banyarda masu hankali ke mulkin najeriya ba 😢,negative
@user @user uban uwarka dan uwaka a kyauta muke tweet din ne da zakagoge saqon shigaba buhari🙄,negative
"@user ubangiji ya hukunta: in apc taci, ba zuwan taron yuyuyu bane.👌 in pdp taci taron yuyuyu baiyi amfani ba.👌",negative
@user baba ganduje yana can yana cin tuwon sallah da naman sallah shikuwa mai gadi yana boarder yana gadi 😂😂😂😂,negative
@user rashin hangan nesan #buhari ne ai. ya tara mana munafike a gumnati 🙃,negative
@user @user ku jakai ne 🙄 gaskiya ku bbc hausa yan isakan mutane ne yanzu sai ku rasa wanda zaku dora hoton sa sai baban mu mtwsss,negative
@user ina tausayin wadannan mutanen wallahi! bayin yan siyasa 🤔🤔,negative
"@user """"""""yan bura uba zaku gane shayi ruwa ne sai munci durin uwarku idan allah ya kaimu 2023, shaggu matsiyata nayi nadamar zaben wannan azzalumin har sau biyu 😭😭",negative
@user 😂😂😂 buhari na yara inji tsohuwa,negative
"@user amma bbc nan wallahi bakuda aikinyi, kawai daga labari ya kare muku sai kukama buga labarin kazar pdp. nasan yanzu takarema uwayen gidanku pdp sundena baku kudi kugamusu mabarin karya shine yanzu kukeson kujawo raayinsu ko. 😂😂😂😂",negative
"@user allah ya tsinewa kalaman garba shehu makaryaci wawa marassa kisin yankinsu , idan hakane meyasa akanemi kuri'ar su a 2015 da kuma 2019 ?, wlh allah wadai da kai da buhari allah , ya isa kuncin amanar mu wlh zakuga karshinku,😭",negative
@user @user buhari dodar idan yagama ya karya kujerar.😃,negative
"@user gwanda #corona da shugabannin mu wllh, su da kansu suke kashemu ana cewa 'yan bindiga, kuma dadina da'ita bata cika damun talakkaba saidai masu hannu da shuni ma'ana masu madafun iko, suko masu madafun iko su kashe talakawa, allah shi isarwa talakka ga shuwagabannin mu wlh😭",negative
"@user kei wnn mutumi wnn mutumi wato corona tayi sauki sei fita ko karshen kuma bazei wuce yace rikicin siyasar kasar zai sasanta ba don jiya akace wancan bakin macijin yayi ganawar sirri dashi,amma dei wallahi allah wadei kaji da matsalar kasarka amma sei yawan banza ka iya😠.",negative
@user maganar gaskiya a nigeria ba gwamnati koh mu su ko muso ko mu ki maganar haka take dan hakika buhari tamkar gawa ne kai gwara kawar ma ta na da kwarjini shi ba aiki ba kwarjini ba bakin magana idan ko yayi magana sai ka ji dama shurun yayi allah wadaren na ka ya lalace 😭💔,negative
"@user baya ga jaje suna bukatar tallafi malam buhari, sbd bamu so a kara samun yawan bandit ko kidnappers ko kuma armrobbers, sbd haka ku aiko da naku tallafin🙏",negative
@user please baba don't go there zasu kasheka😭😭😭,negative
@user duk wani dama. munbaka amma buhari ka gaza kakara kudin mai 🧯kakara kudin wuta 💡 kai hakurinmu yagaza asayarda nigeria arabawa kowa gaadonsa 😡😡😡,negative
"@user ramin karya , ana nufin mulkin buhari 🏃🏃🏃🏃",negative
@user yan bura obar shegu basuda aiki sai. post din buhari dana mutuwa wai kari bayani obanme xamuji kuma bayan mutuwarsa 😗😗😗😗😗,negative
@user @user inna lillahi wa inna ilaihi rajiun😭😭ni whl bansan me zance domin duk kiran da zamu munyi..babu wata nasiha da bamuyi babu wani zagi da bamu ba amma buhari kho a jikinsa😭😭,negative
"@user mukuma a najeriya abinne yasha ban ban, fiye da shekaru 30 kenan rabon da ayi yunwa mai ratsa uwar hanji irin na zamanin mulkin buhari 💔💔😭",negative
@user wato abunda yan nigeria suka kasa ganewa shine.... da buba galidima da buhari duk bakinsu dayane kawai suna nunamana akwai matsala azahiri atsakaninsune🙄😂😢👊,negative
@user hahahaa zaabaiwa gwamnati dai ko don wlh mutanenga gabadai basuda hnkli kuma basuda wayo 😁,negative
"@user ina sam bai dace ba dalili kuwa shine,a bya yan boko haram ba rigimammu ba kafin kashe shugabansu muhammad yusuf, yanzu idan zakzaky ya mutu a hannu gwamnati ya zasu cewa mutanen zakzaky, kaga suma ida shugabansu ya mutu mataki suma zasu dauka..... a sake shi kawai❗️",negative
@user ikon allah 🤔🤔 to kuma me sukace muku? gaskiya an raina gwamnati akasar nan.,negative
"@user da sai kaga kashe na tashin kankali, idan budurwa tawa saurayi laifi kawai kaji daram, in kuwa tsakanin saurayi da saurayine haka, tsakanin makiyi da makiyi haka, tsakanin talaka da dan siyasa haka, kai wannan batayiba🤣🤣🤣🤣",negative
@user trump bazai iya lashe zaben amurka ba har sai ya hada kai da governor of kano gandular 😂 https://t.co/k0ihgns0tf,negative
@user uban baban su azzalumai ne😡😡,negative
"@user ba mamaki faruwar hakan tsakanin su domin tun nan nigeria shugaba buhari yasan bakowane zai bashi kwarin guiwar cigaba da mulkiba musamman talakkawa, duba da irin halinda mu talakkawa muke ciki fargabarmu a nan itace ya sake darewa kaddara ta auku ya mutu yabar da cizon yats😭😭.",negative
